project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-101678-MRW-42-0.000||MRW-US-42;-Fine-graded-polymer-AC-overlay-from-Del-Co-Line-(0.00)-,OhioDOT,MRW-42-0.000||MRW-US-42;-Fine-graded-polymer-AC-overlay-from-Del-Co-Line-(0.00)-,other,2016.0,2036.0,
