project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
"FloridaDOT-413595-1The SR 5 Resurfacing Project from the Brevard County Line (M.P. 0.000) to South Street (M.P.
6.646)",FloridaDOT,"The SR 5 Resurfacing Project from the Brevard County Line (M.P. 0.000) to South Street (M.P.
6.646)",other,2006,2026,
