run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,"OhioDOT-77918CLI-380-0.32||Replace-the-existing-concrete-slab-of-Bridge-No.-CLI-380-0032,-SFN",s1,2016-01-01,Opening Year,Unavailable,unknown,2016-01-01,state DOT
