obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
25769-443.0-1,25769-443.0,Opening-Year-Forecast-poi-25769-443.0,unknown,unknown,2006,00:00:00,23:59:59,volume,6370
25769-444.0-1,25769-444.0,Opening-Year-Forecast-poi-25769-444.0,unknown,unknown,2006,00:00:00,23:59:59,volume,11810
25769-445.0-1,25769-445.0,Opening-Year-Forecast-poi-25769-445.0,unknown,unknown,2006,00:00:00,23:59:59,volume,13240
