obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
80199-1907.0-1,80199-1907.0,Opening-Year-Forecast-poi-80199-1907.0,unknown,unknown,2013-01-01,00:00:00,23:59:59,volume,53142
