run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,OhioDOT-25714FRA-70-7.94,s1,2003-01-01,Opening Year,Unavailable,unknown,2003-01-01,state DOT
