run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,"FloridaDOT-423360-1The SR 11 Resurfacing Project from 0.108 Mile North of Carter Road (M.P. 1.690) to the Flagler
County Line (M.P. 14.316)",s1,2008-01-01,design scenario,Unavailable,trendline,2008-01-01,consultant
Interim-Year-Model-Run,"FloridaDOT-423360-1The SR 11 Resurfacing Project from 0.108 Mile North of Carter Road (M.P. 1.690) to the Flagler
County Line (M.P. 14.316)",s1,2008-01-01,design scenario,Unavailable,trendline,2008-01-01,consultant
Design-Year-Model-Run,"FloridaDOT-423360-1The SR 11 Resurfacing Project from 0.108 Mile North of Carter Road (M.P. 1.690) to the Flagler
County Line (M.P. 14.316)",s1,2008-01-01,design scenario,Unavailable,trendline,2008-01-01,consultant
