run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-96690BUT-27-10.97||Resurfacing-and-pavement-repair-on-US-27-in-Butler-County-between-,s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
Design-Year-Model-Run,OhioDOT-96690BUT-27-10.97||Resurfacing-and-pavement-repair-on-US-27-in-Butler-County-between-,s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
