run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,OhioDOT-88035FRA-70-15.29-(Project-5)|Tier-3|Reconstruct-IR-70-including-overhead-structuresT,s1,2013.0,Opening Year,Unavailable,unknown,2013.0,state DOT
