obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
Unavailable-3216-1,Unavailable-3216,Opening Year,unknown,unknown,,00:00,24:00,volume,7750
Unavailable-3216-1,Unavailable-3216,Design Year,unknown,unknown,,00:00,24:00,volume,7750
