project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-20429JAC/LAW-35/52-7.55/4.24		It-is-proposed-to-rehab-the-existing-structure.,OhioDOT,JAC/LAW-35/52-7.55/4.24		It-is-proposed-to-rehab-the-existing-structure.,other,2009,2029,
