project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-83537-CLE-28-2.12		Construct-loop-ramp-from-SR28-westbound-to-IR275-southbound.--Restr,OhioDOT,CLE-28-2.12		Construct-loop-ramp-from-SR28-westbound-to-IR275-southbound.--Restr,other,2012.0,2032.0,
