run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,OhioDOT-99708BUT-27-0.80R||Project-to-repair-collision-damage-to-bridge-BUT-27-0080R-bridge-t,s1,2015.0,Opening Year,Unavailable,unknown,2015.0,state DOT
