project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-93763MOT-4-22.64-L/R||1)-Overlay-bridge-decks-with-microsilica-concrete-overlay;-2)-r,OhioDOT,MOT-4-22.64-L/R||1)-Overlay-bridge-decks-with-microsilica-concrete-overlay;-2)-r,other,2014,2034,
