project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
MinnesotaDOT-TA-M307TH 394 - TH 100 to Washington Ave; TH 100 - Th 7 to TH 394,MinnesotaDOT,TH 394 - TH 100 to Washington Ave; TH 100 - Th 7 to TH 394,other,1980.0,2000.0,
