project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-96010LUC-51-12.85-Bridge-Redeck||Redeck-bridge-over-US23/SR51-SB;-perform-necessary-r,OhioDOT,LUC-51-12.85-Bridge-Redeck||Redeck-bridge-over-US23/SR51-SB;-perform-necessary-r,other,2019,2039,
