obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
94121-4166-1,94121-4166,Opening Year,unknown,unknown,,00:00,24:00,volume,5776
94121-4166-1,94121-4166,Design Year,unknown,unknown,,00:00,24:00,volume,5776
