run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,OhioDOT-81161MOT-4-21.62,s1,2006-01-01,Opening Year,Unavailable,unknown,2006-01-01,state DOT
