run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-84491HAM-71-14.13||Resurfacing-and-pavement-repair-on-I-71-from-Sr-126-to-north-of-Pf,s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
Design-Year-Model-Run,OhioDOT-84491HAM-71-14.13||Resurfacing-and-pavement-repair-on-I-71-from-Sr-126-to-north-of-Pf,s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
