project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-78425MIA/SHE-IR-75-18.90/0.00||PAVEMENT-PLANING-AND-RESURFACING;-(mill-&-fill);-(Proj,OhioDOT,MIA/SHE-IR-75-18.90/0.00||PAVEMENT-PLANING-AND-RESURFACING;-(mill-&-fill);-(Proj,other,2014.0,2034.0,
