project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-25733FRA-270-52.16|Tier-2|Preliminary-Development,OhioDOT,FRA-270-52.16|Tier-2|Preliminary-Development,other,2016.0,2036.0,
