forecast_id,run_id,poi_id,forecast_match_id,start_time,end_time,forecast_variable,forecast_value
f1,1,92263-2782,Opening Year,00:00:00,00:00:00,volume,930
f3,1,92263-2782,Design Year,00:00:00,00:00:00,volume,1210
