obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
76465-3265-1,76465-3265,Opening Year,unknown,unknown,,00:00,24:00,volume,75912
76465-3265-1,76465-3265,Design Year,unknown,unknown,,00:00,24:00,volume,75912
