run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,"FloridaDOT-421981-1The SR 25 Resurfacing Project Marquaz Road (M.P. 3.919) to the Highland Avenue (M.P.
15.082).",s1,2007-01-01,design scenario,Unavailable,professional-judgment,2007-01-01,consultant
Interim-Year-Model-Run,"FloridaDOT-421981-1The SR 25 Resurfacing Project Marquaz Road (M.P. 3.919) to the Highland Avenue (M.P.
15.082).",s1,2007-01-01,design scenario,Unavailable,professional-judgment,2007-01-01,consultant
Design-Year-Model-Run,"FloridaDOT-421981-1The SR 25 Resurfacing Project Marquaz Road (M.P. 3.919) to the Highland Avenue (M.P.
15.082).",s1,2007-01-01,design scenario,Unavailable,professional-judgment,2007-01-01,consultant
