project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-91448-FRA-16-3.570||Bexley-urban-paving-project-(Broad-St),OhioDOT,FRA-16-3.570||Bexley-urban-paving-project-(Broad-St),other,2018.0,2038.0,
