project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-82370CLE-32-2.25|Tier-3|Improve-capacity-and-safety-on-a-portion-of-SR-32-by-adding-a,OhioDOT,CLE-32-2.25|Tier-3|Improve-capacity-and-safety-on-a-portion-of-SR-32-by-adding-a,other,2017.0,2037.0,
