project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-88310FRA-270-17.29|Tier-2|Reconstruction-of-the-FRA-IR-270-at-US-33/SR-161-interchang,OhioDOT,FRA-270-17.29|Tier-2|Reconstruction-of-the-FRA-IR-270-at-US-33/SR-161-interchang,other,2015.0,2035.0,
