run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,OhioDOT-88849CRA-0103-13.60||CRA-SR-103-13.60Replace-an-181-concrete-slab-bridge-over-Brokenk,s1,2011-01-01,design scenario,Unavailable,unknown,2011-01-01,state DOT
Design-Year-Model-Run,OhioDOT-88849CRA-0103-13.60||CRA-SR-103-13.60Replace-an-181-concrete-slab-bridge-over-Brokenk,s1,2011-01-01,design scenario,Unavailable,unknown,2011-01-01,state DOT
