project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-76032LUC-75-6.70-widening-study|Tier-2|Widening-and-reconstruction-of-LUC-75-from-Lag,OhioDOT,LUC-75-6.70-widening-study|Tier-2|Widening-and-reconstruction-of-LUC-75-from-Lag,other,2017,2037,
