project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
"OhioDOT-99798STA-Culverts-FY2018||Replace-the-following-culverts;-CFN-760430460-STA-43-21.01,",OhioDOT,"STA-Culverts-FY2018||Replace-the-following-culverts;-CFN-760430460-STA-43-21.01,",other,2018,2038,
