project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-90365STA-0153-00.80|Tier-1|Streetscape/economic-development-project-to-improve-traffi,OhioDOT,STA-0153-00.80|Tier-1|Streetscape/economic-development-project-to-improve-traffi,other,2015.0,2035.0,
