run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,FloridaDOT-237650-2-CR 507 and SR 507 Reconstruction Project,s1,2002.0,,Unavailable,travel-model,2002.0,Consultant
