poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
94179-5806,", , HAM7412.91",1-Interstate or Limited-access facility,,,unknown,Freeway,Freeway,,Ohio,OhioDOT,", , HAM7412.91"
94179-5833,", , WAR481.8",3-Principal Arterial,,,unknown,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , WAR481.8"
94179-5838,", , BUT2720.25",3-Principal Arterial,,,rural,Principal Arterial,Principal Arterial,,Ohio,OhioDOT,", , BUT2720.25"
94179-5844,", , CLE286.42",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CLE286.42"
94179-5845,", , CLE287.21",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CLE287.21"
94179-5846,", , CLE483.52",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CLE483.52"
94179-5847,", , CLE1314.99",4-Minor Arterial,,,unknown,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , CLE1314.99"
94179-5857,", , PRE1272.31",4-Minor Arterial,,,rural,Minor Arterial,Minor Arterial,,Ohio,OhioDOT,", , PRE1272.31"
94179-5859,", , CLE22216.13",5-Major Collector,,,unknown,Major Collector,Major Collector,,Ohio,OhioDOT,", , CLE22216.13"
94179-5861,", , BUT7327.09",5-Major Collector,,,unknown,Major Collector,Major Collector,,Ohio,OhioDOT,", , BUT7327.09"
94179-5862,", , BUT7328.26",5-Major Collector,,,unknown,Major Collector,Major Collector,,Ohio,OhioDOT,", , BUT7328.26"
94179-5865,", , CLE7565.04",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , CLE7565.04"
94179-5871,", , PRE12214.99",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , PRE12214.99"
94179-5872,", , PRE1774.33",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , PRE1774.33"
94179-5873,", , PRE7251.4",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , PRE7251.4"
94179-5874,", , PRE72512.44",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , PRE72512.44"
94179-5875,", , PRE7267.1",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , PRE7267.1"
94179-5876,", , WAR7418.92",5-Major Collector,,,rural,Major Collector,Major Collector,,Ohio,OhioDOT,", , WAR7418.92"
