project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-82131-WAY-301-4.64; PID 82131; D03 CULVERTS FY2011 PID covers multiple locations,OhioDOT,WAY-301-4.64; PID 82131; D03 CULVERTS FY2011 PID covers multiple locations,other,2011.0,2031.0,
