run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-79668-FRA-70-16.120||Four-lane-resurfacing-project.FRA-70-16.12-to-24.74;-ColumbusFrom,s1,2014.0,,Unavailable,unknown,2014.0,state DOT
