project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-80988CUY-087-11.99|Tier-2|Congestion-mitigation-project-along-Chagrin-Boulevard-in-th,OhioDOT,CUY-087-11.99|Tier-2|Congestion-mitigation-project-along-Chagrin-Boulevard-in-th,other,2016,2036,
