project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-25521-WOO-75-19.92||MAJOR-REHABILITATION-OF-THE-EXISTING-PAVEMENT;-PERFORM-NECESSARY-R,OhioDOT,WOO-75-19.92||MAJOR-REHABILITATION-OF-THE-EXISTING-PAVEMENT;-PERFORM-NECESSARY-R,other,2016.0,2036.0,
