run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,"FloridaDOT-422018-1The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",s1,2008-01-01,design scenario,Unavailable,travel-model,2008-01-01,consultant
Interim-Year-Model-Run,"FloridaDOT-422018-1The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",s1,2008-01-01,design scenario,Unavailable,travel-model,2008-01-01,consultant
Design-Year-Model-Run,"FloridaDOT-422018-1The SR 5 Resurfacing Project rom Magnolia Avenue (M.P. 14.710) to Industrial Park Avenue (M.P.
20.024).",s1,2008-01-01,design scenario,Unavailable,travel-model,2008-01-01,consultant
