project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-83418HUR-0061-20.98||Resurfacing---Preliminary-Begin/End-SLMs,OhioDOT,HUR-0061-20.98||Resurfacing---Preliminary-Begin/End-SLMs,other,2012.0,2032.0,
