run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,"OhioDOT-81710BRO(HIG)-32-8.15-11.37(0.0-0.39)||On-SR32,-begin-project-0.36-miles-east-of-the-",s1,2017-01-01,design scenario,Unavailable,unknown,2017-01-01,state DOT
Design-Year-Model-Run,"OhioDOT-81710BRO(HIG)-32-8.15-11.37(0.0-0.39)||On-SR32,-begin-project-0.36-miles-east-of-the-",s1,2017-01-01,design scenario,Unavailable,unknown,2017-01-01,state DOT
