run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,FloridaDOT-419584-1The SR 45 Resurfacing Project from SW 108th Place (M.P. 1.650) to SR 40 (M.P. 4.792,s1,2006-01-01,design scenario,Unavailable,professional-judgment,2006-01-01,consultant
Interim-Year-Model-Run,FloridaDOT-419584-1The SR 45 Resurfacing Project from SW 108th Place (M.P. 1.650) to SR 40 (M.P. 4.792,s1,2006-01-01,design scenario,Unavailable,professional-judgment,2006-01-01,consultant
Design-Year-Model-Run,FloridaDOT-419584-1The SR 45 Resurfacing Project from SW 108th Place (M.P. 1.650) to SR 40 (M.P. 4.792,s1,2006-01-01,design scenario,Unavailable,professional-judgment,2006-01-01,consultant
