project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-92561POR-Frost-Road-(CR-197)||Widening-Frost-Road;-construct-left-turn-lanes-along-al,OhioDOT,POR-Frost-Road-(CR-197)||Widening-Frost-Road;-construct-left-turn-lanes-along-al,other,2017.0,2037.0,
