project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-95558TUS-77-7.560||Priority-System-Minor-Rehab.;-Asphalt-resurfacing-and-pavement-mar,OhioDOT,TUS-77-7.560||Priority-System-Minor-Rehab.;-Asphalt-resurfacing-and-pavement-mar,other,2017,2037,
