project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-85216GEA-528-11.48||Resurface-Madison-Rd-(SR-528)-from-Mayfield-Rd-(US-322)-to-the-GA,OhioDOT,GEA-528-11.48||Resurface-Madison-Rd-(SR-528)-from-Mayfield-Rd-(US-322)-to-the-GA,other,2014.0,2034.0,
