run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-95558-TUS-77-7.560||Priority-System-Minor-Rehab.;-Asphalt-resurfacing-and-pavement-mar,s1,2016.0,,Unavailable,unknown,2016.0,state DOT
