obs_id,poi_id,forecast_match_id,equip_id,equip_type,obs_date,time_start,time_end,obs_variable,obs_value
Unavailable-2524-1,Unavailable-2524,Opening Year,unknown,unknown,2013,00:00:00,23:59:59,volume,15976
Unavailable-2525-1,Unavailable-2525,Opening Year,unknown,unknown,2013,00:00:00,23:59:59,volume,9946
