run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-77628-HAM-71-3.81|Tier-2|Provide-a-full-movement-interchange-at-IR-71-&-MLK-Drive-whil,s1,2013.0,,Unavailable,unknown,2013.0,state DOT
