run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,"OhioDOT-77269SUM-0076-10.00-(Main/Brdway)|Tier-1|Reconstruct-IR-76/77,-and-change-the-access-",s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
Design-Year-Model-Run,"OhioDOT-77269SUM-0076-10.00-(Main/Brdway)|Tier-1|Reconstruct-IR-76/77,-and-change-the-access-",s1,2014-01-01,design scenario,Unavailable,unknown,2014-01-01,state DOT
