project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-83359MRW-North-Public-Square||FY10-Enhancement-at-Mt.-Gilead-1919-Victory-Shaft.Const,OhioDOT,MRW-North-Public-Square||FY10-Enhancement-at-Mt.-Gilead-1919-Victory-Shaft.Const,other,2010,2030,
