project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
FloridaDOT-416188-1-The SR 500 Resurfacing Project from S. of SE 178th (M.P. 0.074) to N. of SE 178th (M.P. 0.324).,FloridaDOT,The SR 500 Resurfacing Project from S. of SE 178th (M.P. 0.074) to N. of SE 178th (M.P. 0.324).,other,2007.0,2027.0,
