poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
24794-139.0, NOB774.08,1-Interstate or Limited-access facility,,,rural,Freeway,Freeway,,Ohio,OhioDOT, NOB774.08
24794-140.0, NOB7711.08,1-Interstate or Limited-access facility,,,rural,Freeway,Freeway,,Ohio,OhioDOT, NOB7711.08
24794-141.0, NOB7711.19,1-Interstate or Limited-access facility,,,rural,Freeway,Freeway,,Ohio,OhioDOT, NOB7711.19
