project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-95875LUC-475-0.56-Widening|Tier-2|A-project-to-replace/rehab-existing-pavement-and-wi,OhioDOT,LUC-475-0.56-Widening|Tier-2|A-project-to-replace/rehab-existing-pavement-and-wi,other,2016.0,2036.0,
