run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
Opening-Year-Model-Run,FloridaDOT-UnavailableCR-68/ Orange Ave from Graves Road to SR 713/ Kings Hwy-Loc 2,s1,2011-01-01,design scenario,Unavailable,professional-judgment,2011-01-01,state DOT
