project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
"FloridaDOT-413603-1The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",FloridaDOT,"The SR 500 Resurfacing Project from McGhee Avenue (M.P. 10.854) to
0.104 Mi North of Dudley Avenue (M.P. 21.784)",other,2006.0,2026.0,
