project_id,agency,description,project_type,year_open_planned,year_horizon,date_open_actual
OhioDOT-77801-HAN/WOO-IR-75-18.30/0.00|Tier-2|Major-reconstruction-of-the-exisitng-2-lanes-in-,OhioDOT,HAN/WOO-IR-75-18.30/0.00|Tier-2|Major-reconstruction-of-the-exisitng-2-lanes-in-,other,2016.0,2036.0,
