run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,FloridaDOT-Unavailable-SR 710 Dr Martin Luther King Jr Blvd from West of Australian Avenue (MP 22.822) to Old Dixie Highway (MP 23.655),s1,2008.0,,Unavailable,professional-judgment,2008.0,state DOT
