run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,"FloridaDOT-419367-1-The SR 400  Add Right Turn Lane(s) Project from I-4 Eastbound Off Ramps at Lake Mary Boulevard
(M.P. 8.330 to M.P. 8.340).",s1,2006.0,,Unavailable,professional-judgment,2006.0,Consultant
