run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
1,OhioDOT-84346LAK-020/SR-091-03.24/03.81||Resurface-SR-91-from-US-20-to-the-NCL-(incl.-signal-,s1,2009-01-01,Opening Year,Unavailable,unknown,2009-01-01,state DOT
