poi_id,poi_short_name,facility_name,start,end,area_type,facility_type,functional_class,features,state,jurisdiction,poi_description
Unavailable-93020000.0,SR 5/US 1 from 11 Street to Silver Beach Road,100,,,unknown,unknown,unknown,,Florida,FloridaDOT,SR 5/US 1 from 11 Street to Silver Beach Road
Unavailable-93040000.0,SR 5/US-1 from North of parker Bridge (MP 2.389) to South of SR 706/Indiantown Road (MP 9.470),100,,,unknown,unknown,unknown,,Florida,FloridaDOT,SR 5/US-1 from North of parker Bridge (MP 2.389) to South of SR 706/Indiantown Road (MP 9.470)
