run_id,project_id,scenario_id,scenario_date,scenario_name,forecast_system,forecast_system_type,forecast_creation_date,forecaster_type
,OhioDOT-87302-CAR-39-10.230||general-system-minor-rehab;-3-1/4-in.-overlay,s1,2012.0,,Unavailable,unknown,2012.0,state DOT
